level,word,meaning_ja,Part_of_Speech,category,pronunciation,example_en,example_ja
2級,research,研究・調査,名詞・動詞,学術,/rɪˈsɜːrtʃ/,The research was very informative.,その研究は非常に有益でした。
2級,result,結果・成果,名詞,学術,/rɪˈzʌlt/,The result of the test was good.,テストの結果は良好でした。
2級,schedule,予定・スケジュール,名詞・動詞,ビジネス,/ˈskɛdʒuːl/,I have a busy schedule this week.,私は今週忙しいスケジュールです。
2級,suggest,提案する・示唆する,動詞,思考・感情,/səˈdʒɛst/,I suggest we start early.,私たちは早く始めることを提案します。
2級,support,支援する・支持する,動詞,思考・感情,/səˈpɔːrt/,I support your decision.,私はあなたの決定を支持します。
2級,tradition,伝統・習慣,名詞,文化,/trəˈdɪʃən/,We celebrate this tradition every year.,私たちは毎年この伝統を祝います。
2級,update,更新する・最新情報を提供する,動詞,ビジネス,/ˈʌpdeɪt/,Please update me on the project.,プロジェクトの最新情報を教えてください。
2級,value,価値・重要性,名詞・動詞,抽象概念,/ˈvæljuː/,Time is a valuable resource.,時間は貴重な資源です。
2級,volunteer,ボランティア・自発的に行う,名詞・動詞,文化,/ˌvɒlənˈtɪr/,Many people volunteer for this charity.,多くの人がこの慈善活動にボランティアします。
2級,access,アクセス・入手,名詞,日常・基本,/ˈæksɛs/,You need a password to gain access to the website.,そのウェブサイトにアクセスするにはパスワードが必要です。
2級,adopt,採用する・養子にする,動詞,日常・基本,/əˈdɑːpt/,They decided to adopt a new policy at work.,彼らは職場で新しい方針を採用することに決めました。
2級,assist,助ける・手伝う,動詞,日常・基本,/əˈsɪst/,Can you assist me with this project?,このプロジェクトで手伝ってくれますか？
2級,attempt,試み・挑戦する,動詞,日常・基本,/əˈtɛmpt/,She will attempt to climb the mountain.,彼女はその山に登ることを試みます。
2級,beneficial,有益な・役立つ,形容詞,抽象概念,/ˌbɛnɪˈfɪʃəl/,Regular exercise is beneficial for your health.,定期的な運動は健康に有益です。
2級,bother,悩ませる・気にする,動詞,感情,/ˈbɑːðər/,Don't bother him while he is studying.,彼が勉強しているときに邪魔しないでください。
2級,calm,落ち着いた・穏やかな,形容詞,感情,/kɑːm/,She remained calm during the emergency.,彼女は緊急時も冷静でした。
2級,convenient,便利な・都合の良い,形容詞,日常・基本,/kənˈviːniənt/,The store is conveniently located near my house.,その店は私の家の近くにあって便利です。
2級,create,創造する・作り出す,動詞,文化,/kriˈeɪt/,They plan to create a new app.,彼らは新しいアプリを作る予定です。
2級,declare,宣言する・表明する,動詞,政治・社会,/dɪˈklɛr/,He declared his intention to run for office.,彼は公職に立候補する意向を宣言しました。
2級,device,装置・機器,名詞,自然・社会,/dɪˈvaɪs/,This device helps measure temperature.,この装置は温度を測るのに役立ちます。
2級,discuss,話し合う・議論する,動詞,思考・感情,/dɪsˈkʌs/,Let's discuss our plans for the weekend.,週末の計画について話し合いましょう。
2級,emphasize,強調する,動詞,思考・感情,/ˈɛmfəˌsaɪz/,The teacher emphasized the importance of studying.,先生は勉強の重要性を強調しました。
2級,estimate,見積もる・評価する,動詞,思考・感情,/ˈɛstɪˌmeɪt/,We need to estimate the cost of the project.,プロジェクトの費用を見積もる必要があります。
2級,exhibit,展示する・展示品,動詞,文化,/ɪɡˈzɪbɪt/,The museum will exhibit ancient artifacts.,博物館は古代の遺物を展示します。
2級,expand,拡大する・広げる,動詞,ビジネス,/ɪkˈspænd/,The company plans to expand its services.,その会社はサービスを拡大する予定です。
2級,frequent,頻繁な・しばしばの,形容詞,様子・程度,/ˈfriːkwənt/,He is a frequent visitor to the library.,彼は図書館の常連です。
2級,function,機能・働き,名詞,自然・社会,/ˈfʌŋkʃən/,The main function of this tool is to cut.,この道具の主な機能は切ることです。
2級,generate,生み出す・生成する,動詞,ビジネス,/ˈdʒɛnəˌreɪt/,The new program will generate more revenue.,新しいプログラムはより多くの収益を生み出します。
2級,improve,改善する・向上させる,動詞,日常・基本,/ɪmˈpruːv/,She wants to improve her English skills.,彼女は英語のスキルを向上させたいと思っています。
2級,involve,関与させる・含む,動詞,思考・感情,/ɪnˈvɒlv/,The project will involve many people.,そのプロジェクトには多くの人が関与します。
2級,justify,正当化する・説明する,動詞,思考・感情,/ˈdʒʌstɪfaɪ/,You need to justify your decision.,あなたは自分の決定を正当化する必要があります。
2級,maintain,維持する・保つ,動詞,ビジネス,/meɪnˈteɪn/,It's important to maintain a healthy lifestyle.,健康的なライフスタイルを維持することが重要です。
2級,motivate,やる気を起こさせる,動詞,感情,/ˈmoʊtɪˌveɪt/,Teachers should motivate their students.,教師は生徒にやる気を起こさせるべきです。
2級,observe,観察する・見る,動詞,思考・感情,/əbˈzɜːrv/,We can observe the stars at night.,私たちは夜に星を観察できます。
2級,participate,参加する,動詞,日常・基本,/pɑːrˈtɪsɪpeɪt/,I want to participate in the competition.,私はその競技に参加したいです。
2級,persuade,説得する,動詞,思考・感情,/pərˈsweɪd/,She tried to persuade him to join the team.,彼女は彼をチームに参加するよう説得しようとしました。
2級,prepare,準備する,動詞,日常・基本,/prɪˈpɛr/,I need to prepare for the exam.,私は試験の準備をする必要があります。
2級,react,反応する,動詞,思考・感情,/riˈækt/,How did he react to the news?,彼はそのニュースにどう反応しましたか？
2級,reveal,明らかにする・暴露する,動詞,思考・感情,/rɪˈviːl/,The investigation will reveal the truth.,調査は真実を明らかにするでしょう。
2級,significant,重要な・意義のある,形容詞,抽象概念,/sɪɡˈnɪfɪkənt/,This discovery is significant for science.,この発見は科学にとって重要です。
2級,substantial,相当な・重要な,形容詞,ビジネス,/səbˈstænʃəl/,They made a substantial investment in the project.,彼らはそのプロジェクトに相当な投資をしました。
2級,succeed,成功する,動詞,日常・基本,/səkˈsiːd/,She worked hard to succeed in her career.,彼女はキャリアで成功するために一生懸命働きました。
2級,transform,変形させる・変化させる,動詞,自然・社会,/trænsˈfɔːrm/,This technology can transform our lives.,この技術は私たちの生活を変えることができます。
2級,validate,確認する・妥当性を証明する,動詞,ビジネス,/ˈvælɪdeɪt/,We need to validate our findings.,私たちは調査結果を確認する必要があります。
2級,volunteer,ボランティア・自発的に行う,名詞,日常・基本,/ˌvɒlənˈtɪr/,He is a volunteer at the local shelter.,彼は地元のシェルターでボランティアをしています。
2級,weigh,測る・重さを量る,動詞,自然・社会,/weɪ/,Please weigh the ingredients before cooking.,料理の前に材料の重さを測ってください。
2級,achievement,達成・業績,名詞,抽象概念,/əˈtʃiːvmənt/,Winning the championship was a great achievement.,選手権に勝つことは素晴らしい達成でした。
2級,behavior,行動・振る舞い,名詞,思考・感情,/bɪˈheɪvjər/,Her behavior in class is always polite.,彼女の授業での行動はいつも礼儀正しいです。
2級,consequence,結果・影響,名詞,抽象概念,/ˈkɒnsɪkwəns/,The consequence of his actions was severe.,彼の行動の結果は深刻でした。
2級,environment,環境,名詞,自然・社会,/ɪnˈvaɪrənmənt/,We need to protect the environment for future generations.,私たちは将来の世代のために環境を守る必要があります。
2級,establish,確立する・設立する,動詞,ビジネス,/ɪˈstæblɪʃ/,They plan to establish a new company next year.,彼らは来年新しい会社を設立する予定です。
2級,freedom,自由,名詞,抽象概念,/ˈfriːdəm/,Everyone deserves to enjoy their freedom.,誰もが自由を楽しむ権利があります。
2級,impression,印象,名詞,思考・感情,/ɪmˈprɛʃən/,She made a good impression at the interview.,彼女は面接で良い印象を与えました。
2級,location,場所・位置,名詞,自然・社会,/loʊˈkeɪʃən/,The location of the restaurant is very convenient.,そのレストランの場所は非常に便利です。
2級,perspective,視点・観点,名詞,思考・感情,/pərˈspɛktɪv/,Her perspective on the issue was insightful.,彼女のその問題に対する視点は洞察に満ちていました。
2級,reliable,信頼できる,形容詞,抽象概念,/rɪˈlaɪəbl/,He is a reliable friend who always helps me.,彼はいつも助けてくれる信頼できる友人です。
2級,response,反応・応答,名詞,思考・感情,/rɪˈspɒns/,Her response to the question was very thoughtful.,彼女のその質問への反応はとても考えられていました。
2級,significant,重要な,形容詞,抽象概念,/sɪɡˈnɪfɪkənt/,This is a significant change in our policy.,これは私たちの方針における重要な変更です。
2級,strategy,戦略・戦術,名詞,ビジネス,/ˈstrætədʒi/,We need a new strategy to improve sales.,私たちは販売を改善するための新しい戦略が必要です。
2級,transfer,移動する・転送する,動詞,ビジネス,/trænsˈfɜːr/,Please transfer the files to the new computer.,ファイルを新しいコンピュータに移動してください。
2級,variety,多様性・種類,名詞,抽象概念,/vəˈraɪəti/,There is a variety of options to choose from.,選択肢が多様にあります。
2級,aware,気づいている・認識している,形容詞,思考・感情,/əˈwɛr/,I am aware of the changes in the schedule.,私はスケジュールの変更に気づいています。
2級,community,コミュニティ・地域社会,名詞,自然・社会,/kəˈmjuːnɪti/,The community held a festival last weekend.,その地域社会は先週末に祭りを開催しました。
2級,evidence,証拠,名詞,抽象概念,/ˈɛvɪdəns/,The evidence was clear and convincing.,その証拠は明確で説得力がありました。
2級,importance,重要性,名詞,抽象概念,/ɪmˈpɔːrtəns/,The importance of education cannot be overstated.,教育の重要性は過小評価できません。
2級,message,メッセージ・伝言,名詞,抽象概念,/ˈmɛsɪdʒ/,I received a message from my friend.,友達からメッセージを受け取りました。
2級,recognize,認識する・認める,動詞,思考・感情,/ˈrɛkəɡnaɪz/,I can recognize that song from anywhere.,どこにいてもその曲を認識できます。
2級,solution,解決策,名詞,抽象概念,/səˈluːʃən/,We need a solution to this problem.,この問題に対する解決策が必要です。
2級,treatment,治療・扱い,名詞,自然・社会,/ˈtriːtmənt/,He received treatment for his injury.,彼は怪我の治療を受けました。
2級,witness,目撃者・証人,名詞,抽象概念,/ˈwɪtnəs/,The witness gave an important testimony.,目撃者は重要な証言をしました。
2級,advocate,支持者・擁護者,名詞,政治・社会,/ˈævəkeɪt/,She is an advocate for environmental protection.,彼女は環境保護の支持者です。
2級,comparison,比較,名詞,抽象概念,/kəmˈpærɪsən/,The comparison showed a significant difference.,その比較は重要な違いを示しました。
2級,encounter,出会い・遭遇,名詞,自然・社会,/ɪnˈkaʊntər/,Their encounter was unexpected.,彼らの出会いは予期しないものでした。
2級,imagination,想像力,名詞,思考・感情,/ɪˌmædʒɪˈneɪʃən/,Children have a vivid imagination.,子供たちは生き生きとした想像力を持っています。
2級,participation,参加,名詞,ビジネス,/pɑːrˌtɪsɪˈpeɪʃən/,Her participation in the project was valuable.,彼女のプロジェクトへの参加は貴重でした。
2級,recommendation,推薦・提案,名詞,ビジネス,/ˌrɛkəmenˈdeɪʃən/,I would like to make a recommendation.,私は提案をしたいです。
2級,situation,状況,名詞,抽象概念,/ˌsɪtʃuˈeɪʃən/,We need to assess the situation carefully.,私たちは状況を慎重に評価する必要があります。
2級,technique,技術・手法,名詞,学術,/tɛkˈniːk/,She learned a new technique for painting.,彼女は絵画の新しい技術を学びました。
2級,approach,アプローチ・方法,名詞,ビジネス,/əˈproʊtʃ/,We need a new approach to solve this issue.,この問題を解決するための新しいアプローチが必要です。
2級,competition,競争・競技,名詞,ビジネス,/ˌkɒmpəˈtɪʃən/,The competition was intense this year.,今年の競争は激しかったです。
2級,evolve,進化する・発展する,動詞,抽象概念,/ɪˈvɒlv/,The species continues to evolve over time.,その種は時間とともに進化し続けています。
2級,function,機能・役割,名詞,学術,/ˈfʌŋkʃən/,The function of the heart is to pump blood.,心臓の機能は血液を送り出すことです。
2級,network,ネットワーク・人脈,名詞,ビジネス,/ˈnɛtˌwɜrk/,Building a strong network is essential for success.,強力なネットワークを築くことは成功に不可欠です。
2級,publication,出版・発行,名詞,学術,/ˌpʌblɪˈkeɪʃən/,Her publication received positive reviews.,彼女の出版物は好意的な評価を受けました。
2級,significance,重要性・意義,名詞,抽象概念,/sɪɡˈnɪfɪkəns/,The significance of this study is great.,この研究の重要性は大きいです。
2級,adventure,冒険,名詞,文化,/ədˈvɛntʃər/,They went on an adventure in the mountains.,彼らは山で冒険に出かけました。
2級,challenge,挑戦,名詞,思考・感情,/ˈtʃælɪndʒ/,She faced a challenge in her new job.,彼女は新しい仕事で挑戦に直面しました。
2級,contribute,貢献する,動詞,社会,/kənˈtrɪbjuːt/,He wants to contribute to the community.,彼は地域社会に貢献したいと考えています。
2級,encourage,励ます,動詞,感情,/ɪnˈkɜːrɪdʒ/,Teachers encourage students to ask questions.,教師は生徒に質問するよう励まします。
2級,experience,経験,名詞,日常・基本,/ɪkˈspɪəriəns/,Traveling gives you a lot of experience.,旅行は多くの経験を与えてくれます。
2級,improve,改善する,動詞,思考・感情,/ɪmˈpruːv/,She works hard to improve her skills.,彼女はスキルを改善するために一生懸命働いています。
2級,inspire,刺激する,動詞,感情,/ɪnˈspaɪər/,His story can inspire many people.,彼の話は多くの人々を刺激することができます。
2級,opportunity,機会,名詞,ビジネス,/ˌɒpərˈtjuːnɪti/,She took the opportunity to study abroad.,彼女は留学の機会を利用しました。
2級,responsibility,責任,名詞,社会,/rɪˌspɒnsəˈbɪləti/,He has a lot of responsibility at work.,彼は仕事で多くの責任を持っています。
2級,succeed,成功する,動詞,思考・感情,/səkˈsiːd/,She hopes to succeed in her career.,彼女はキャリアで成功することを望んでいます。
2級,treatment,治療,名詞,社会,/ˈtriːtmənt/,The treatment for the illness was effective.,その病気の治療は効果的でした。
2級,value,価値,名詞,ビジネス,/ˈvæljuː/,They place a high value on education.,彼らは教育に高い価値を置いています。
2級,experience,経験,名詞,日常・基本,/ɪkˈspɪəriəns/,She has a lot of experience in teaching.,彼女は教育に多くの経験があります。
2級,conclusion,結論,名詞,思考・感情,/kənˈkluːʒən/,The conclusion of the meeting was positive.,会議の結論は前向きでした。
2級,recommendation,推薦,名詞,ビジネス,/ˌrɛkəmenˈdeɪʃən/,I received a recommendation for the job.,私はその仕事の推薦を受けました。
2級,goal,目標,名詞,ビジネス,/ɡoʊl/,Her goal is to become a doctor.,彼女の目標は医者になることです。
2級,decision,決定,名詞,思考・感情,/dɪˈsɪʒən/,He made a difficult decision.,彼は難しい決定をしました。
2級,environment,環境,名詞,自然・社会,/ɪnˈvaɪrənmənt/,We must protect the environment.,私たちは環境を守らなければなりません。
2級,support,支援,名詞,社会,/səˈpɔːrt/,She received support from her family.,彼女は家族から支援を受けました。
2級,relationship,関係,名詞,社会,/rɪˈleɪʃənʃɪp/,They have a strong relationship.,彼らは強い関係を持っています。
2級,travel,旅行する,動詞,文化,/ˈtrævəl/,I love to travel to new places.,私は新しい場所に旅行するのが大好きです。
2級,freedom,自由,名詞,社会,/ˈfriːdəm/,Everyone deserves freedom.,誰もが自由を持つ権利があります。
2級,knowledge,知識,名詞,学術,/ˈnɒlɪdʒ/,Knowledge is power.,知識は力です。
2級,solution,解決策,名詞,ビジネス,/səˈluːʃən/,We need a solution to this problem.,私たちはこの問題の解決策が必要です。
2級,success,成功,名詞,思考・感情,/səkˈsɛs/,Her success was celebrated by everyone.,彼女の成功はみんなに祝われました。
2級,activity,活動,名詞,日常・基本,/ækˈtɪvɪti/,Physical activity is important for health.,身体活動は健康に重要です。
2級,imagination,想像力,名詞,思考・感情,/ɪˌmædʒɪˈneɪʃən/,Children have a great imagination.,子供たちは素晴らしい想像力を持っています。
2級,relationship,関係,名詞,社会,/rɪˈleɪʃənʃɪp/,They have a close relationship.,彼らは親しい関係を持っています。
2級,analysis,分析,名詞,学術,/əˈnæləsɪs/,The analysis showed interesting results.,その分析は興味深い結果を示しました。
2級,strategy,戦略,名詞,ビジネス,/ˈstrætədʒi/,They developed a new marketing strategy.,彼らは新しいマーケティング戦略を開発しました。
2級,performance,パフォーマンス,名詞,文化,/pərˈfɔːrməns/,Her performance was outstanding.,彼女のパフォーマンスは素晴らしかったです。
2級,communication,コミュニケーション,名詞,社会,/kəˌmjunɪˈkeɪʃən/,Good communication is essential for teamwork.,良いコミュニケーションはチームワークに不可欠です。
2級,discovery,発見,名詞,学術,/dɪsˈkʌvəri/,The discovery changed the way we think.,その発見は私たちの考え方を変えました。
2級,motivation,動機,名詞,思考・感情,/ˌmoʊtɪˈveɪʃən/,Her motivation helps her achieve her goals.,彼女の動機は彼女が目標を達成するのを助けます。
2級,invention,発明,名詞,学術,/ɪnˈvɛnʃən/,The invention of the phone changed communication.,電話の発明はコミュニケーションを変えました。
2級,celebration,祝賀,名詞,文化,/ˌsɛlɪˈbreɪʃən/,The celebration lasted all night.,祝賀は一晩中続きました。
2級,achievement,達成,名詞,思考・感情,/əˈtʃiːvmənt/,Winning the award was a great achievement.,その賞を受賞することは大きな達成でした。
2級,knowledge,知識,名詞,学術,/ˈnɒlɪdʒ/,Knowledge is important in our lives.,知識は私たちの生活において重要です。
2級,appearance,外見・出現,名詞,文化,/əˈpɪərəns/,Her appearance surprised everyone at the party.,彼女の外見はパーティーの皆を驚かせた。
2級,behavior,行動・振る舞い,名詞,感情,/bɪˈheɪvjər/,His behavior in class was unacceptable.,彼の授業中の行動は受け入れられなかった。
2級,celebrate,祝う,動詞,文化,/ˈsɛlɪˌbreɪt/,We will celebrate her birthday next week.,私たちは来週彼女の誕生日を祝う。
2級,compare,比較する,動詞,思考,/kəmˈpɛr/,It's important to compare the prices before buying.,購入する前に価格を比較することが重要です。
2級,decision,決定・決断,名詞,思考,/dɪˈsɪʒən/,I made a decision to study harder this year.,私は今年もっと勉強する決断をした。
2級,difference,違い・差,名詞,思考,/ˈdɪfərəns/,There is a big difference between the two options.,二つの選択肢の間には大きな違いがある。
2級,discover,発見する,動詞,学術,/dɪsˈkʌvər/,I want to discover new places this summer.,私はこの夏新しい場所を発見したい。
2級,encounter,遭遇する・出会う,動詞,日常・基本,/ɪnˈkaʊntər/,We may encounter some difficulties during the project.,プロジェクト中にいくつかの困難に遭遇するかもしれません。
2級,explore,探検する・調査する,動詞,文化,/ɪkˈsplɔːr/,Let's explore the city together.,一緒にその街を探検しましょう。
2級,improve,改善する・向上させる,動詞,学術,/ɪmˈpruːv/,I want to improve my English skills.,私は英語のスキルを向上させたい。
2級,importance,重要性,名詞,思考,/ɪmˈpɔːrtəns/,The importance of teamwork cannot be underestimated.,チームワークの重要性は過小評価できない。
2級,influence,影響を与える,動詞,感情,/ˈɪnfluəns/,Social media can influence people's opinions.,ソーシャルメディアは人々の意見に影響を与えることがある。
2級,interaction,相互作用・交流,名詞,文化,/ˌɪntərˈækʃən/,The interaction between students is important for learning.,学生同士の交流は学びにとって重要です。
2級,motivation,動機・意欲,名詞,感情,/ˌmoʊtɪˈveɪʃən/,He lacks the motivation to study.,彼は勉強する意欲が欠けている。
2級,opportunity,機会,名詞,ビジネス,/ˌɒpərˈtjuːnəti/,This is a great opportunity for us.,これは私たちにとって素晴らしい機会です。
2級,participation,参加,名詞,文化,/pɑːrˌtɪsɪˈpeɪʃən/,Participation in the event is encouraged.,そのイベントへの参加が奨励されています。
2級,persuade,説得する,動詞,思考,/pərˈsweɪd/,I hope to persuade him to join us.,彼を私たちに参加させるように説得したい。
2級,prevent,防ぐ,動詞,自然・社会,/prɪˈvɛnt/,We must prevent accidents from happening.,事故が起こるのを防がなければならない。
2級,propose,提案する,動詞,ビジネス,/prəˈpoʊz/,He proposed a new plan for the project.,彼はプロジェクトの新しい計画を提案した。
2級,relationship,関係・親密さ,名詞,感情,/rɪˈleɪʃənʃɪp/,They have a close relationship.,彼らは親密な関係にある。
2級,reveal,明らかにする,動詞,思考,/rɪˈviːl/,The report will reveal the truth.,その報告書は真実を明らかにするだろう。
2級,significant,重要な・意義のある,形容詞,思考,/sɪɡˈnɪfɪkənt/,This is a significant discovery.,これは重要な発見です。
2級,strategy,戦略・戦術,名詞,ビジネス,/ˈstrætədʒi/,We need a clear strategy to succeed.,成功するためには明確な戦略が必要です。
2級,suggest,提案する,動詞,思考,/səˈdʒɛst/,I suggest we take a break.,休憩を取ることを提案します。
2級,technology,技術・テクノロジー,名詞,学術,/tɛkˈnɒlədʒi/,Technology is changing rapidly.,技術は急速に変化している。
2級,treat,扱う・治療する,動詞,自然・社会,/triːt/,It's important to treat others with respect.,他人を尊重して扱うことが重要です。
2級,value,価値・重要性,名詞,ビジネス,/ˈvæljuː/,Honesty is a core value in our company.,誠実さは私たちの会社の中心的な価値です。
2級,witness,目撃者・証人,名詞,自然・社会,/ˈwɪtnəs/,The witness gave a detailed account of the event.,証人はその出来事について詳細な説明を行った。
2級,exploration,探検・調査,名詞,文化,/ˌɛkspləˈreɪʃən/,Exploration of new ideas is essential.,新しいアイデアの探求は不可欠です。
2級,adapt,適応する,動詞,自然・社会,/əˈdæpt/,Animals must adapt to their environment.,動物はその環境に適応しなければならない。
2級,challenge,挑戦・課題,名詞,思考,/ˈtʃælɪndʒ/,Facing challenges helps us grow.,挑戦に直面することは私たちを成長させる。
2級,confidence,自信・信頼,名詞,感情,/ˈkɒnfɪdəns/,She spoke with confidence during the presentation.,彼女はプレゼンテーション中、自信を持って話した。
2級,experience,経験・体験,名詞,学術,/ɪkˈspɪəriəns/,I gained valuable experience during my internship.,インターンシップ中に貴重な経験を得た。
2級,adapt,適応する・順応する,動詞,自然・社会,/əˈdæpt/,Animals can adapt to their environment.,動物は環境に適応することができる。
2級,attitude,態度・姿勢,名詞,思考・感情,/ˈætɪˌtjud/,Her attitude towards learning is very positive.,彼女の学ぶことに対する態度はとても前向きだ。
2級,benefit,利益・利点,名詞,ビジネス,/ˈbɛnɪfɪt/,The program offers many benefits for students.,そのプログラムは学生に多くの利点を提供している。
2級,challenge,挑戦・課題,名詞,思考・感情,/ˈtʃælɪndʒ/,Learning a new language is a challenge.,新しい言語を学ぶことは挑戦だ。
2級,compare,比較する,動詞,思考・感情,/kəmˈpɛr/,Let's compare our results.,私たちの結果を比較してみましょう。
2級,contribute,貢献する・寄付する,動詞,社会・文化,/kənˈtrɪbjuːt/,Everyone can contribute to the project.,誰でもそのプロジェクトに貢献できる。
2級,curious,好奇心が強い・興味深い,形容詞,思考・感情,/ˈkjʊəriəs/,She is very curious about the world.,彼女は世界にとても好奇心を持っている。
2級,decide,決定する・決める,動詞,思考・感情,/dɪˈsaɪd/,I need to decide which book to read.,どの本を読むか決める必要がある。
2級,develop,発展させる・成長させる,動詞,ビジネス,/dɪˈvɛləp/,The company plans to develop new products.,その会社は新しい製品を開発する計画を立てている。
2級,encourage,励ます・奨励する,動詞,思考・感情,/ɪnˈkɜːrɪdʒ/,Parents should encourage their children.,親は子供たちを励ますべきだ。
2級,experience,経験・体験,名詞,思考・感情,/ɪkˈspɪəriəns/,Traveling is a great experience.,旅行は素晴らしい経験だ。
